el_mean,el_std,el_median,el_max,rri_mean,rri_max,var_95,var_99,cvar_99,p_extreme,cascade_direct,cascade_regulatory,cascade_reputational,cascade_churn,cascade_operational,cascade_total_cascade,iso_maturity,iso_maturity_label
56610.77329906303,14475.676755936973,54897.92582428833,152559.66822139572,22638.17067936111,71909.23923797389,34382.2718643538,41326.90345493846,45261.365948744664,0.0,56610.77329906303,11335.523789359344,2833.038210841828,1697.2932797973972,100177.94306641749,172654.5716454791,0.6,medium
