domain,attack_type,corruption_rate,baseline_recall,poisoned_recall,baseline_prauc,poisoned_prauc,kl_divergence,n_missed_per_1000,recall_degradation
aml,feature_perturb,0.05,0.6225490196078431,1.0,0.0799728807192266,0.0142271068025394,7.258145027001598,0.0,-0.3774509803921568
aml,feature_perturb,0.075,0.6225490196078431,1.0,0.0799728807192266,0.0187595304854374,9.904655683583542,0.0,-0.3774509803921568
aml,feature_perturb,0.1,0.6225490196078431,1.0,0.0799728807192266,0.0140080051579806,11.912346648816683,0.0,-0.3774509803921568
aml,gain_guided,0.001,0.6225490196078431,0.8431372549019608,0.0799728807192266,0.0733849165533908,1.06284641366877,0.16,-0.2205882352941176
aml,gain_guided,0.003,0.6225490196078431,0.9215686274509804,0.0799728807192266,0.0714183505980785,2.4753587775832155,0.08,-0.2990196078431372
aml,gain_guided,0.005,0.6225490196078431,0.9705882352941176,0.0799728807192266,0.0572090546184295,3.275194553768415,0.03,-0.3480392156862745
aml,gain_guided,0.01,0.6225490196078431,0.9754901960784312,0.0799728807192266,0.023598375780814,4.0576866853122695,0.025,-0.3529411764705882
aml,gain_guided,0.015,0.6225490196078431,0.9705882352941176,0.0799728807192266,0.0537555759672869,4.439175531134555,0.03,-0.3480392156862745
aml,gain_guided,0.02,0.6225490196078431,0.9705882352941176,0.0799728807192266,0.0317546963918548,5.0454447312868345,0.03,-0.3480392156862745
aml,gain_guided,0.025,0.6225490196078431,0.9901960784313726,0.0799728807192266,0.0321348974688976,5.277866474445031,0.01,-0.3676470588235294
aml,gain_guided,0.03,0.6225490196078431,0.9803921568627452,0.0799728807192266,0.0234839679489892,5.45662120521592,0.02,-0.3578431372549019
aml,gain_guided,0.04,0.6225490196078431,0.9950980392156864,0.0799728807192266,0.0200573209895616,5.896601410499851,0.005,-0.3725490196078431
aml,gain_guided,0.05,0.6225490196078431,1.0,0.0799728807192266,0.0156974369014948,6.550454378983315,0.0,-0.3774509803921568
aml,gain_guided,0.075,0.6225490196078431,1.0,0.0799728807192266,0.0132893421673967,7.084033588149208,0.0,-0.3774509803921568
aml,gain_guided,0.1,0.6225490196078431,1.0,0.0799728807192266,0.0178224924754313,7.723364977850456,0.0,-0.3774509803921568
aml,clean_label,0.001,0.6225490196078431,0.8333333333333334,0.0799728807192266,0.067639545223757,0.9427387868299044,0.17,-0.2107843137254902
aml,clean_label,0.003,0.6225490196078431,0.9362745098039216,0.0799728807192266,0.070989686378348,2.638205950102056,0.065,-0.3137254901960784
aml,clean_label,0.005,0.6225490196078431,0.9607843137254902,0.0799728807192266,0.0503018869314211,3.2827004276084693,0.04,-0.3382352941176471
aml,clean_label,0.01,0.6225490196078431,0.9509803921568628,0.0799728807192266,0.0285304933286877,3.914304400994726,0.05,-0.3284313725490195
aml,clean_label,0.015,0.6225490196078431,0.9607843137254902,0.0799728807192266,0.0309221988060858,4.455330854911355,0.04,-0.3382352941176471
